id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns,lemm_nouns
1.252659655635075e+18,2020-04-21 18:05:09+00:00,['1252659655635075073'],"New hunger games book/film, one direction reunion, JLS reunion and a jonas Brothers tour all in one year? Teenage me is shaking https://t.co/3ELbTmVVGN",,new hunger games bookfilm one direction reunion jls reunion and a jonas brothers tour all in one year teenage me is shaking ,hunger games direction reunion jls reunion jonas brothers year teenage  ,hunger game direction reunion jls reunion jonas brother year teenage
1.2526583831000105e+18,2020-04-21 18:00:06+00:00,['1252658383100010500'],YES !!!!!!!! It’s what we deserve. A Catching fire quality film that we have all waited for https://t.co/9HIIaIw8yP,,yes  it’s what we deserve a catching fire quality film that we have all waited for ,catching fire quality film  ,catching fire quality film
1.2518770156297708e+18,2020-04-19 14:15:13+00:00,['1251877015629770752'],@catxnn Starstruck is good yes but it’s no lemonade mouth,, starstruck is good yes but it’s no lemonade mouth,starstruck yes lemonade mouth ,starstruck yes lemonade mouth
1.2518607358121329e+18,2020-04-19 13:10:32+00:00,['1251860735812132867'],Lemonade mouth is one of the best Disney channel movies ever and that is the final word,,lemonade mouth is one of the best disney channel movies ever and that is the final word,lemonade mouth disney channel movies word ,lemonade mouth disney channel movie word
1.2515867842927247e+18,2020-04-18 19:01:57+00:00,['1251586784292724741'],"My week on Twitter 🎉: 4 Mentions, 30 Likes, 1 Retweet, 475 Retweet Reach, 4 Replies. See yours with https://t.co/gc0Qs23CoK https://t.co/FbWguqcQqZ",,my week on twitter  mentions likes retweet retweet reach replies see yours with  ,week twitter  mentions retweet reach replies yours   ,week twitter mention retweet reach reply
1.2508311534786765e+18,2020-04-16 16:59:20+00:00,['1250831153478676480'],@CaidieFoster This is amazing Caidie!!! So happy she’s recovering. Hope you’re all staying well and safe,, this is amazing caidie so happy she’s recovering hope you’re all staying well and safe, caidie hope ,caidie hope
1.2505682882261563e+18,2020-04-15 23:34:49+00:00,['1250568288226156546'],Got an iPhone 11 yesterday and I know I won’t ever look back,,got an iphone yesterday and i know i won’t ever look back,iphone yesterday i i ,iphone yesterday
1.2505577414474916e+18,2020-04-15 22:52:54+00:00,['1250557741447491591'],@gabby_renae07 This is something we have waited a long time for. We deserve to act as foolish as we desire,, this is something we have waited a long time for we deserve to act as foolish as we desire, something time ,something time
1.2505109196392038e+18,2020-04-15 19:46:51+00:00,['1250510919639203845'],Thor and the guardians that’s it that’s the tweet,,thor and the guardians that’s it that’s the tweet,thor guardians tweet ,thor guardian tweet
1.2504449426123244e+18,2020-04-15 15:24:41+00:00,['1250444942612324354'],@neglectheaven Girl!! Liam’s been talking about it I’ll try and find the stuff 🤣,, girl liam’s been talking about it i’ll try and find the stuff ,girl try stuff  ,girl try stuff
1.250437887591514e+18,2020-04-15 14:56:39+00:00,['1250437887591514113'],@neglectheaven I’m so excited???? This is the good news we deserved,, i’m so excited this is the good news we deserved,news ,news
1.2504263831021732e+18,2020-04-15 14:10:56+00:00,['1250426383102173191'],Won’t know how to act when one direction return. I’m sorry for the person I’ll become when it happens https://t.co/SYwNVMSdBS,,won’t know how to act when one direction return i’m sorry for the person i’ll become when it happens ,direction return sorry person ,direction return sorry person
1.2498333276595323e+18,2020-04-13 22:54:20+00:00,['1249833327659532290'],Just watched Coco for the first time and I honestly can’t stop crying. I will watch this film and only this film for the rest of my life what an experience,,just watched coco for the first time and i honestly can’t stop crying i will watch this film and only this film for the rest of my life what an experience,coco time stop crying i film film rest life experience ,coco time stop cry film film rest life experience
1.2492535349541274e+18,2020-04-12 08:30:27+00:00,['1249253534954127361'],My week on Twitter 🎉: 2 Likes. See yours with https://t.co/gc0Qs23CoK https://t.co/kuHj0c1Bxp,,my week on twitter  likes see yours with  ,week twitter  likes yours   ,week twitter like
1.24902317260476e+18,2020-04-11 17:15:04+00:00,['1249023172604760064'],"My week on Twitter 🎉: 8 Mentions, 24 Likes, 8 Replies. See yours with https://t.co/gc0Qs23CoK https://t.co/nI2lQufxpk",,my week on twitter  mentions likes replies see yours with  ,week twitter  mentions replies yours   ,week twitter mention reply
1.2487911565588275e+18,2020-04-11 01:53:07+00:00,['1248791156558827520'],"My week on Twitter 🎉: 3 Mentions, 5 Likes. See yours with https://t.co/gc0Qs23CoK https://t.co/0SG7fHoUyd",,my week on twitter  mentions likes see yours with  ,week twitter  mentions likes yours   ,week twitter mention like
1.2486935665006756e+18,2020-04-10 19:25:20+00:00,['1248693566500675586'],A One Direction reunion happening this year was something I knew I really needed no one speak to me for the rest of 2020 I am complete https://t.co/g97jkpclZk,,a one direction reunion happening this year was something i knew i really needed no one speak to me for the rest of i am complete ,direction reunion year something i one speak rest  ,direction reunion year something one speak rest
1.248544604091306e+18,2020-04-10 09:33:25+00:00,['1248544604091305986'],"My week on Twitter 🎉: 7 Mentions, 1 Like, 1 Retweet, 103 Retweet Reach, 6 Replies. See yours with https://t.co/gc0Qs23CoK https://t.co/JbmhQjiTFr",,my week on twitter  mentions like retweet retweet reach replies see yours with  ,week twitter mentions retweet retweet reach replies yours   ,week twitter mention retweet retweet reach reply
1.2483510505931776e+18,2020-04-09 20:44:18+00:00,['1248351050593177604'],Wish with all of my heart I could be out there helping my amazing NHS colleagues instead of shielding for another 8 weeks. Incredible work being done and so proud of all my wonderful nurse friends for powering on like the heroes they are 💙,,wish with all of my heart i could be out there helping my amazing nhs colleagues instead of shielding for another weeks incredible work being done and so proud of all my wonderful nurse friends for powering on like the heroes they are ,heart i colleagues weeks work friends heroes ,heart colleague week work friend hero
1.2483131556563313e+18,2020-04-09 18:13:43+00:00,['1248313155656331273'],"My week on Twitter 🎉: 6 Mentions, 5 Replies. See yours with https://t.co/gc0Qs23CoK https://t.co/pVGTi5O1Jz",,my week on twitter  mentions replies see yours with  ,week twitter  mentions replies yours   ,week twitter mention reply
1.2480778880264806e+18,2020-04-09 02:38:51+00:00,['1248077888026480640'],"My week on Twitter 🎉: 7 Mentions, 7 Replies. See yours with https://t.co/gc0Qs23CoK https://t.co/gjgarGqh2O",,my week on twitter  mentions replies see yours with  ,week twitter  mentions replies yours   ,week twitter mention reply
1.2478275951079916e+18,2020-04-08 10:04:16+00:00,['1247827595107991554'],"My week on Twitter 🎉: 16 Mentions, 11 Replies. See yours with https://t.co/gc0Qs23CoK https://t.co/Pt3ZnKmnMT",,my week on twitter  mentions replies see yours with  ,week twitter  mentions replies yours   ,week twitter mention reply
1.2475793670788465e+18,2020-04-07 17:37:54+00:00,['1247579367078846465'],"My week on Twitter 🎉: 6 Mentions, 3 Replies. See yours with https://t.co/gc0Qs23CoK https://t.co/bwFpo4Rh3k",,my week on twitter  mentions replies see yours with  ,week twitter  mentions replies yours   ,week twitter mention reply
